PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
-0.5329324709485942,-0.1493803439799995,-0.023085297546275294,3.1820742701271367,-4.623844523084742,-0.2818637202538934,-1.206930189644615,0.5568754381010814,-2.5490333447243088,-1.3067766098011147,-0.6218966390549285,1.6154095514126927,0.1655199080850034,0.43774506576085204,1.2502602636899396,0.3450614016051352,-2.1404633462832634,-1.123905781178462,-0.6737956431585403,0.7661201516267382
4.461304033173891,-2.3694899011981896,1.1998081371481157,-1.0241199650827604,1.031509643996546,0.2349061973958784,0.010746536957804505,-0.7227293130655276,-0.39680982704704776,-0.7084773003700371,0.6468459650866407,0.10280783898225872,0.6376665498089334,0.5693312493575254,0.4135780538981876,-0.528277308086959,0.3601362181788586,-0.5275999578152881,0.14334105453580145,-0.6958650066477152
0.30164189902156546,0.7430381516209136,0.12565300690378028,2.9369762823102183,0.5166200929026267,0.7583825890061298,-0.9025945102752516,0.6201369694069641,-0.04353598584428394,-0.8149187461420706,1.4526926215683467,-0.585479697040258,-0.4093875828280586,0.505092247585531,-0.3368275911822789,-0.21305482305569856,-0.04582454121516888,-0.11192337633944731,-0.19254619699331724,0.18028463432756103
-3.642324324502395,-2.0410503993964997,-0.6187451152335431,-1.6438289236486627,1.6150321247862391,0.1353873236272662,1.9007379531880864,-1.3608289218184566,-0.7522337264540396,2.0913675237336937,-0.5098788360578883,1.240073299013584,0.16035351219927826,0.9762777507894099,1.3755469016958737,-0.4655153299742452,-0.7108942713949918,0.3466156981483616,0.4478825833639509,0.0711913833411251
-2.422099608556755,2.931954408647227,2.854890785738604,3.24558306004793,-1.4668571732217965,1.251652608437515,-2.834354687015157,-1.1692046322450191,-1.4318269694365253,3.3491988360922473,-2.6843069307001812,-3.2964247564788645,-1.936069447599144,-0.2996691669348929,0.8787494261586873,-2.9122106379349035,0.053534121018509746,-0.09904922515454884,0.9990276265472765,-0.08928935847145535
-0.2868383300690978,-0.48522633428673645,-0.3540643077584967,-0.20545201813592473,2.449576769780521,1.0566768606339683,-1.0866100657684887,-0.003053117690865898,-0.7040429814867679,-0.8405922913112863,1.0145796419057145,-0.07444951552878956,1.1761269429119376,-0.4612247179171542,-0.19196561986217534,-0.534031228630254,0.7434604560675023,-0.8882032076052564,0.33668653131122633,0.5931922511373924
4.073952825047366,-2.37791729149489,2.093910199951505,-0.9567608360673692,-0.13415394115818713,1.4215447825505916,-0.4792790492513264,-0.48587041687881627,-0.007300471286941611,-0.23652201320384883,-1.077929350027052,0.30139027205278357,1.1067820319506365,-0.21729886945527468,-0.4969449399744316,-0.5712285394188527,-0.18598323430473376,0.10334515103393759,-0.14079523967488328,-0.8717530333007373
2.387855249433092,0.5492217464134246,-0.14184539195696105,2.479174773251815,-0.743986734869707,0.5660856869167181,-0.07396273990837225,-0.3929341330720291,0.006137203350273624,-0.38310383913646956,-0.2518276889030131,-1.765111985275836,0.15336726740911805,0.14564777914838123,0.7655093477684483,1.5389603533946734,-0.35527736277977306,0.14003815869202602,-0.15774086552496527,-0.2377403463624935
-2.4218109836687063,-3.03724222595579,-0.027358638656756088,-2.4502597035819758,-1.8266918980642355,-0.254772609046774,-0.26227888232918617,3.0627465381010057,0.5801437129959512,0.011165193670464398,-0.05688394616602826,-0.9849812999837749,0.5747471908424563,0.17947507990078165,0.6763135948099152,-0.08164610686985568,-0.3399759518842451,-0.33454550918610404,1.195896403351082,-0.721825462904117
-4.116527810777038,0.2604309447067348,0.720106230278273,2.2879130235078344,0.03267132278846099,-0.7087634975040895,0.7766757697562021,0.7493041670589445,0.7715865620655544,0.891938612409967,-0.3034027613047202,-1.6584370081879687,0.7431964646133333,2.1139201874654727,0.8411816458273758,0.7823212587813867,-0.19537043994093553,0.01945530577977991,0.5837029286669504,0.3570533401709317
